latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
-5.35468,16.25296,340.49,0.39,0.36,2025-02-24,12:25,N,nominal,2.0NRT,299.48,4.35,D
-5.34612,16.3087,332.41,0.39,0.36,2025-02-24,12:25,N,nominal,2.0NRT,300.49,4.32,D
-4.95721,18.79149,330.36,0.46,0.39,2025-02-24,12:25,N,nominal,2.0NRT,297.15,3.37,D
-4.94722,18.85402,330.49,0.46,0.39,2025-02-24,12:25,N,nominal,2.0NRT,296.26,1.5,D
-5.32583,16.46298,330.57,0.39,0.36,2025-02-24,12:25,N,nominal,2.0NRT,297.67,2.27,D
-4.91144,19.10086,338.96,0.48,0.4,2025-02-24,12:25,N,nominal,2.0NRT,295.91,6.98,D
-5.34905,16.33409,334.28,0.39,0.36,2025-02-24,12:25,N,nominal,2.0NRT,296.87,4,D
-5.09077,18.01815,333.64,0.43,0.38,2025-02-24,12:25,N,nominal,2.0NRT,297.13,2.86,D
-5.39139,16.10208,340.47,0.38,0.36,2025-02-24,12:25,N,nominal,2.0NRT,301.38,4.11,D
-5.33153,16.49256,335.02,0.39,0.36,2025-02-24,12:25,N,nominal,2.0NRT,298.65,11.99,D
-4.94784,18.94367,347.59,0.47,0.4,2025-02-24,12:25,N,nominal,2.0NRT,299.6,6.52,D
-4.76767,20.06557,335.9,0.54,0.42,2025-02-24,12:25,N,nominal,2.0NRT,288.49,8.29,D
-4.7669,20.07038,333.95,0.54,0.42,2025-02-24,12:25,N,nominal,2.0NRT,288.21,4.94,D
-4.07041,24.26871,332.45,0.35,0.57,2025-02-24,12:25,N,nominal,2.0NRT,289.26,2.24,D
-5.38143,16.18943,351.29,0.39,0.36,2025-02-24,12:25,N,nominal,2.0NRT,301.21,7.29,D
-5.28006,16.84892,331.6,0.39,0.36,2025-02-24,12:25,N,nominal,2.0NRT,295.2,2.34,D
-4.10466,24.098,347.38,0.34,0.56,2025-02-24,12:25,N,nominal,2.0NRT,290,6.6,D
-4.06483,24.33348,330.79,0.35,0.57,2025-02-24,12:25,N,nominal,2.0NRT,291.03,4.33,D
-5.36184,16.33963,335.27,0.39,0.36,2025-02-24,12:25,N,nominal,2.0NRT,299.67,7.6,D
-5.32527,16.57776,335.03,0.39,0.36,2025-02-24,12:25,N,nominal,2.0NRT,297.72,3.54,D
-5.32419,16.58479,346.31,0.39,0.36,2025-02-24,12:25,N,nominal,2.0NRT,298.41,8.39,D
-5.30422,16.7146,341.8,0.39,0.36,2025-02-24,12:25,N,nominal,2.0NRT,292.59,14.31,D
-4.6395,20.90553,341.65,0.41,0.45,2025-02-24,12:25,N,nominal,2.0NRT,269.41,7.15,D
-4.94037,19.06128,333.09,0.48,0.4,2025-02-24,12:25,N,nominal,2.0NRT,296.39,2.32,D
-4.92936,19.13047,333.24,0.48,0.4,2025-02-24,12:25,N,nominal,2.0NRT,295.89,4.02,D
-5.3,16.7865,342.26,0.39,0.36,2025-02-24,12:25,N,nominal,2.0NRT,296.29,4.45,D
-4.75224,20.26086,342.72,0.56,0.43,2025-02-24,12:25,N,nominal,2.0NRT,294.76,8.48,D
-4.56214,21.43252,333.08,0.44,0.46,2025-02-24,12:25,N,nominal,2.0NRT,274.22,2.26,D
-4.0664,24.42044,341.54,0.36,0.57,2025-02-24,12:25,N,nominal,2.0NRT,289.14,7.56,D
-4.84607,17.87461,336.01,0.42,0.38,2025-02-24,12:25,N,nominal,2.0NRT,297.37,3.96,D
-4.43547,20.49989,331.1,0.39,0.44,2025-02-24,12:25,N,nominal,2.0NRT,285.03,4.05,D
-4.40679,20.68109,330.54,0.4,0.44,2025-02-24,12:25,N,nominal,2.0NRT,287.06,2.19,D
-4.99644,16.92096,347.2,0.4,0.37,2025-02-24,12:25,N,nominal,2.0NRT,296.65,7.74,D
-4.88227,17.66319,333.65,0.42,0.37,2025-02-24,12:25,N,nominal,2.0NRT,297.77,2.7,D
-4.68215,18.95386,337.27,0.47,0.4,2025-02-24,12:25,N,nominal,2.0NRT,296.61,4.24,D
-4.61716,19.37006,334.64,0.5,0.41,2025-02-24,12:25,N,nominal,2.0NRT,297.58,5.52,D
-4.46587,20.3334,332.62,0.57,0.43,2025-02-24,12:25,N,nominal,2.0NRT,290.28,6.98,D
-4.4395,20.50056,341.48,0.39,0.44,2025-02-24,12:25,N,nominal,2.0NRT,285.95,9.98,D
-4.41086,20.68175,331.77,0.4,0.44,2025-02-24,12:25,N,nominal,2.0NRT,287.87,1.73,D
-5.19514,15.64174,343.98,0.38,0.36,2025-02-24,12:25,N,nominal,2.0NRT,300.24,7.68,D
-4.91783,17.45527,343.27,0.41,0.37,2025-02-24,12:25,N,nominal,2.0NRT,297.52,11.84,D
-4.86948,17.7691,333.6,0.42,0.38,2025-02-24,12:25,N,nominal,2.0NRT,297.59,2.77,D
-4.70622,18.82325,333.53,0.47,0.39,2025-02-24,12:25,N,nominal,2.0NRT,297.94,4.38,D
-4.42513,20.61787,336.49,0.39,0.44,2025-02-24,12:25,N,nominal,2.0NRT,284.29,3.77,D
-4.30383,21.38423,331.06,0.44,0.46,2025-02-24,12:25,N,nominal,2.0NRT,281.5,1.98,D
-4.92126,17.45577,346.17,0.41,0.37,2025-02-24,12:25,N,nominal,2.0NRT,299.1,13.91,D
-4.71116,18.81546,344.37,0.47,0.39,2025-02-24,12:25,N,nominal,2.0NRT,298.1,7.36,D
-4.57893,19.66415,330.59,0.52,0.41,2025-02-24,12:25,N,low,2.0NRT,304.33,5.68,D
-4.4337,20.58989,331.93,0.39,0.44,2025-02-24,12:25,N,nominal,2.0NRT,282.65,2.49,D
-3.73373,24.95977,332.41,0.39,0.6,2025-02-24,12:25,N,nominal,2.0NRT,282.56,4.11,D
-4.75588,18.55087,330.2,0.45,0.39,2025-02-24,12:25,N,nominal,2.0NRT,297.05,3.14,D
-4.72065,18.77826,334.15,0.46,0.39,2025-02-24,12:25,N,nominal,2.0NRT,298.71,3.19,D
-4.72,18.78246,333.15,0.46,0.39,2025-02-24,12:25,N,nominal,2.0NRT,297.99,3.72,D
-4.05981,24.45962,337.42,0.36,0.57,2025-02-24,12:25,N,nominal,2.0NRT,287.72,2.13,D
-4.06695,24.41718,367,0.36,0.57,2025-02-24,12:25,N,high,2.0NRT,290.34,7.56,D
-4.07824,24.38233,357.22,0.35,0.57,2025-02-24,12:25,N,low,2.0NRT,287.28,5.81,D
-5.35201,16.47051,338.91,0.39,0.36,2025-02-24,12:25,N,nominal,2.0NRT,296.38,5.22,D
-5.34123,16.54071,338.73,0.39,0.36,2025-02-24,12:25,N,nominal,2.0NRT,299.34,15.3,D
-5.30445,16.7799,341.64,0.39,0.36,2025-02-24,12:25,N,nominal,2.0NRT,295.93,6.42,D
-5.12309,17.9486,339,0.42,0.38,2025-02-24,12:25,N,nominal,2.0NRT,297.89,5.05,D
-5.01135,18.66011,336.25,0.45,0.39,2025-02-24,12:25,N,nominal,2.0NRT,296.51,5.73,D
-4.68771,20.68608,340.91,0.39,0.44,2025-02-24,12:25,N,nominal,2.0NRT,275.73,5.62,D
-4.68712,20.68973,339.45,0.39,0.44,2025-02-24,12:25,N,nominal,2.0NRT,277.19,5.62,D
-4.28789,23.1264,340.97,0.58,0.52,2025-02-24,12:25,N,nominal,2.0NRT,293.61,8.66,D
-4.07878,24.37914,334.07,0.35,0.57,2025-02-24,12:25,N,nominal,2.0NRT,287.66,5.81,D
-4.08311,24.35329,367,0.35,0.57,2025-02-24,12:25,N,high,2.0NRT,291.75,9.64,D
-5.35535,16.47102,345.76,0.39,0.36,2025-02-24,12:25,N,nominal,2.0NRT,298.1,9.92,D
-5.19558,17.50611,334.38,0.41,0.37,2025-02-24,12:25,N,nominal,2.0NRT,297.82,2.34,D
-5.16726,17.68824,334.38,0.41,0.37,2025-02-24,12:25,N,nominal,2.0NRT,298.6,2.5,D
-4.09759,24.29914,351.51,0.35,0.57,2025-02-24,12:25,N,nominal,2.0NRT,288.72,4.98,D
-4.08786,24.35726,329.98,0.35,0.57,2025-02-24,12:25,N,nominal,2.0NRT,291,3.89,D
-5.33447,16.62932,333.35,0.39,0.36,2025-02-24,12:25,N,nominal,2.0NRT,298.76,5.77,D
-5.33394,16.6328,334.44,0.39,0.36,2025-02-24,12:25,N,nominal,2.0NRT,296.37,5.17,D
-5.33126,16.65024,338.07,0.39,0.36,2025-02-24,12:25,N,nominal,2.0NRT,296.96,6.71,D
-4.80515,20.00629,336.15,0.54,0.42,2025-02-24,12:25,N,nominal,2.0NRT,289.61,10.9,D
-4.80045,20.03566,333.52,0.54,0.42,2025-02-24,12:25,N,nominal,2.0NRT,289.61,5.8,D
-4.08776,24.39024,367,0.35,0.57,2025-02-24,12:25,N,high,2.0NRT,291.93,12.69,D
-5.35934,16.48956,339.72,0.39,0.36,2025-02-24,12:25,N,nominal,2.0NRT,297.55,18.25,D
-5.33835,16.62637,333.43,0.39,0.36,2025-02-24,12:25,N,nominal,2.0NRT,298.05,3.53,D
-5.33728,16.63335,335.86,0.39,0.36,2025-02-24,12:25,N,nominal,2.0NRT,297.29,2.33,D
-5.21792,17.40729,345.98,0.41,0.37,2025-02-24,12:25,N,nominal,2.0NRT,297.86,8.07,D
-5.21734,17.41099,342.71,0.41,0.37,2025-02-24,12:25,N,nominal,2.0NRT,297.23,8.07,D
-5.02017,18.67424,334.96,0.45,0.39,2025-02-24,12:25,N,nominal,2.0NRT,293.61,3.51,D
-4.48038,22.04325,349.06,0.49,0.48,2025-02-24,12:25,N,nominal,2.0NRT,281.85,7.49,D
-4.11556,24.25597,334.65,0.35,0.57,2025-02-24,12:25,N,nominal,2.0NRT,289.79,2.21,D
-5.47164,16.57557,344.52,0.39,0.36,2025-02-24,12:25,N,nominal,2.0NRT,299.15,8.57,D
-5.44689,16.73701,338.54,0.39,0.36,2025-02-24,12:25,N,nominal,2.0NRT,298.91,11.34,D
-4.5174,22.62245,335.63,0.53,0.5,2025-02-24,12:25,N,nominal,2.0NRT,284.65,3.62,D
-4.2044,24.56504,332.1,0.36,0.58,2025-02-24,12:25,N,nominal,2.0NRT,293.26,3.19,D
-5.47512,16.59746,330.08,0.39,0.36,2025-02-24,12:25,N,nominal,2.0NRT,289.91,1.37,D
-5.0508,19.33572,331.62,0.49,0.4,2025-02-24,12:25,N,nominal,2.0NRT,294.31,2.27,D
-5.05008,19.34032,335.49,0.49,0.4,2025-02-24,12:25,N,nominal,2.0NRT,298.84,5.52,D
-4.48919,22.85545,338.61,0.55,0.51,2025-02-24,12:25,N,nominal,2.0NRT,291.34,7.3,D
-4.25404,24.29638,341.57,0.35,0.57,2025-02-24,12:25,N,nominal,2.0NRT,292.81,5.83,D
-5.49627,16.50391,343.08,0.39,0.36,2025-02-24,12:25,N,nominal,2.0NRT,297.5,6.46,D
-6.32076,11.05245,344.11,0.38,0.44,2025-02-24,12:25,N,nominal,2.0NRT,291.22,5.63,D
-4.70222,21.64471,339.24,0.45,0.47,2025-02-24,12:25,N,nominal,2.0NRT,270.44,4.63,D
-5.09807,19.15459,345.29,0.48,0.4,2025-02-24,12:25,N,nominal,2.0NRT,297,8.26,D
-5.67979,15.38752,341.62,0.39,0.36,2025-02-24,12:25,N,nominal,2.0NRT,297.81,14.87,D
-5.42646,17.07236,344.61,0.4,0.37,2025-02-24,12:25,N,nominal,2.0NRT,300.91,7.77,D
-5.20328,18.54758,334.18,0.45,0.39,2025-02-24,12:25,N,nominal,2.0NRT,293.83,2.05,D
-5.10035,19.15427,330.38,0.48,0.4,2025-02-24,12:25,N,nominal,2.0NRT,296.4,2.09,D
-5.20161,18.54719,330.74,0.45,0.39,2025-02-24,12:25,N,nominal,2.0NRT,294.8,2.36,D
-5.43679,17.07822,333.47,0.4,0.37,2025-02-24,12:25,N,nominal,2.0NRT,297.47,2.49,D
-5.02379,19.67378,332.31,0.51,0.41,2025-02-24,12:25,N,nominal,2.0NRT,292.16,3.79,D
-4.73438,21.43141,346.65,0.44,0.46,2025-02-24,12:25,N,nominal,2.0NRT,266.12,16.76,D
-5.34888,17.6628,330.32,0.41,0.37,2025-02-24,12:25,N,nominal,2.0NRT,299.27,2.79,D
-4.70318,21.64498,340.54,0.45,0.47,2025-02-24,12:25,N,nominal,2.0NRT,273.37,5,D
-5.52234,16.56978,334.62,0.39,0.36,2025-02-24,12:25,N,nominal,2.0NRT,300.35,11.71,D
-5.0133,19.78647,334.3,0.52,0.41,2025-02-24,12:25,N,nominal,2.0NRT,289.18,4.44,D
-5.56707,16.30102,330.12,0.39,0.36,2025-02-24,12:25,N,low,2.0NRT,301.48,6.83,D
-5.56653,16.3045,345.19,0.39,0.36,2025-02-24,12:25,N,nominal,2.0NRT,302.16,17.52,D
-5.51111,16.66489,333.41,0.39,0.36,2025-02-24,12:25,N,nominal,2.0NRT,298.03,2.49,D
-5.46238,16.98003,336.49,0.4,0.37,2025-02-24,12:25,N,nominal,2.0NRT,296.57,3.19,D
-5.51229,16.67947,335.69,0.39,0.36,2025-02-24,12:25,N,nominal,2.0NRT,297.58,2.03,D
-5.713,15.38627,341.13,0.39,0.36,2025-02-24,12:25,N,nominal,2.0NRT,296.01,8.07,D
-5.36432,17.65406,346.33,0.41,0.37,2025-02-24,12:25,N,nominal,2.0NRT,297.81,5.64,D
-4.7372,21.5468,330.35,0.45,0.47,2025-02-24,12:25,N,nominal,2.0NRT,272.27,3.23,D
-5.52765,16.62421,344.77,0.39,0.36,2025-02-24,12:25,N,nominal,2.0NRT,297.61,6.05,D
-5.52549,16.63827,341.52,0.39,0.36,2025-02-24,12:25,N,nominal,2.0NRT,300.97,23.76,D
-5.44363,17.19004,333.54,0.4,0.37,2025-02-24,12:25,N,nominal,2.0NRT,297.18,4.59,D
-5.36607,17.68796,336.64,0.41,0.37,2025-02-24,12:25,N,nominal,2.0NRT,297.99,5.3,D
-5.53864,16.59727,333.6,0.39,0.36,2025-02-24,12:25,N,nominal,2.0NRT,297.86,32.55,D
-5.53379,16.6288,340.32,0.39,0.36,2025-02-24,12:25,N,nominal,2.0NRT,297.64,6.35,D
-5.52192,16.70597,342.22,0.39,0.36,2025-02-24,12:25,N,nominal,2.0NRT,293.58,11.64,D
-5.51004,16.80529,332.86,0.39,0.36,2025-02-24,12:25,N,nominal,2.0NRT,295.91,15.55,D
-5.50949,16.80884,348.69,0.39,0.36,2025-02-24,12:25,N,nominal,2.0NRT,299.66,15.55,D
-5.20568,18.75252,339.96,0.46,0.39,2025-02-24,12:25,N,nominal,2.0NRT,295.98,6.05,D
-5.52265,16.74573,336.19,0.39,0.36,2025-02-24,12:25,N,nominal,2.0NRT,292.99,3.3,D
-5.5134,16.80581,331.87,0.39,0.36,2025-02-24,12:25,N,nominal,2.0NRT,296.5,5.67,D
-5.51285,16.80935,333.64,0.39,0.36,2025-02-24,12:25,N,nominal,2.0NRT,297.66,5.67,D
-5.53261,16.7256,342.73,0.39,0.36,2025-02-24,12:25,N,nominal,2.0NRT,299.23,7.97,D
-4.74203,21.70623,342.57,0.46,0.47,2025-02-24,12:25,N,nominal,2.0NRT,278.04,4.06,D
-4.76106,21.61684,341.48,0.45,0.47,2025-02-24,12:25,N,nominal,2.0NRT,284.21,5.15,D
-4.99617,20.18796,334.54,0.55,0.42,2025-02-24,12:25,N,nominal,2.0NRT,293.77,6,D
-4.76335,21.63001,344.62,0.45,0.47,2025-02-24,12:25,N,nominal,2.0NRT,283.58,6.8,D
-4.66083,22.25791,336.06,0.5,0.49,2025-02-24,12:25,N,nominal,2.0NRT,279.88,4.29,D
-4.59892,22.6351,332.29,0.53,0.5,2025-02-24,12:25,N,nominal,2.0NRT,284.79,4.51,D
-5.55611,16.63948,342.17,0.39,0.36,2025-02-24,12:25,N,nominal,2.0NRT,297.52,5.32,D
-5.54535,16.70955,335.97,0.39,0.36,2025-02-24,12:25,N,nominal,2.0NRT,297.52,3.31,D
-5.55677,16.65748,334.81,0.39,0.36,2025-02-24,12:25,N,nominal,2.0NRT,296.93,4.3,D
-5.55086,16.69598,336.76,0.39,0.36,2025-02-24,12:25,N,nominal,2.0NRT,302.25,5.14,D
-5.02743,20.04236,345.98,0.54,0.42,2025-02-24,12:25,N,nominal,2.0NRT,289.42,10.59,D
-5.98378,13.85508,343.98,0.42,0.37,2025-02-24,12:25,N,nominal,2.0NRT,298.05,8.71,D
-5.98321,13.85884,333.63,0.42,0.37,2025-02-24,12:25,N,nominal,2.0NRT,295.75,4.96,D
-5.15109,19.28709,335.55,0.49,0.4,2025-02-24,12:25,N,nominal,2.0NRT,295.17,6.26,D
-4.79273,21.53061,347.98,0.44,0.46,2025-02-24,12:25,N,nominal,2.0NRT,274.43,8.01,D
-4.70286,22.1133,329.04,0.49,0.48,2025-02-24,12:25,N,nominal,2.0NRT,279.26,3.4,D
-5.58614,16.53281,334.94,0.39,0.36,2025-02-24,12:25,N,nominal,2.0NRT,294.04,2.27,D
-5.34198,18.11541,337.39,0.43,0.38,2025-02-24,12:25,N,nominal,2.0NRT,294.69,3.79,D
-5.05962,19.91459,331.18,0.53,0.42,2025-02-24,12:25,N,nominal,2.0NRT,291.52,2.91,D
-5.57068,16.65608,334.24,0.39,0.36,2025-02-24,12:25,N,nominal,2.0NRT,298.59,7.76,D
-5.41304,17.68011,340.55,0.41,0.37,2025-02-24,12:25,N,nominal,2.0NRT,297.89,4.09,D
-4.85816,18.87572,334.99,0.47,0.39,2025-02-24,12:25,N,nominal,2.0NRT,297.33,4.76,D
-4.84878,18.93477,334.71,0.47,0.4,2025-02-24,12:25,N,nominal,2.0NRT,297.66,4.14,D
-5.2167,16.60401,334.22,0.39,0.36,2025-02-24,12:25,N,nominal,2.0NRT,296.56,3.22,D
-5.22005,16.60452,346.41,0.39,0.36,2025-02-24,12:25,N,nominal,2.0NRT,298.26,5.73,D
-5.10558,17.3454,334.05,0.41,0.37,2025-02-24,12:25,N,nominal,2.0NRT,298.84,4.09,D
-4.86611,18.87266,332.82,0.47,0.39,2025-02-24,12:25,N,nominal,2.0NRT,297.15,4.36,D
-4.86545,18.87684,333.69,0.47,0.39,2025-02-24,12:25,N,nominal,2.0NRT,297.69,4.36,D
-3.96404,24.39248,340.03,0.36,0.57,2025-02-24,12:25,N,nominal,2.0NRT,289.46,3.05,D
-5.10899,17.34589,335.41,0.41,0.37,2025-02-24,12:25,N,nominal,2.0NRT,300.39,4.09,D
-4.99839,18.05563,331.8,0.43,0.38,2025-02-24,12:25,N,nominal,2.0NRT,295.07,0.48,D
-5.09068,17.48636,334.4,0.41,0.37,2025-02-24,12:25,N,nominal,2.0NRT,297.05,2.97,D
-5.06064,17.67961,333.68,0.42,0.37,2025-02-24,12:25,N,nominal,2.0NRT,297.31,3.39,D
-5.5492,16.81859,338.58,0.39,0.36,2025-02-24,12:25,N,nominal,2.0NRT,297.11,4.22,D
-5.01655,20.23678,333.36,0.55,0.43,2025-02-24,12:25,N,nominal,2.0NRT,294.4,5.2,D
-5.58918,16.57998,334.45,0.39,0.36,2025-02-24,12:25,N,nominal,2.0NRT,298.58,2.51,D
-5.18257,19.20741,340.92,0.48,0.4,2025-02-24,12:25,N,nominal,2.0NRT,294.42,5.16,D
-4.81292,21.54192,342.77,0.45,0.47,2025-02-24,12:25,N,nominal,2.0NRT,274.47,8.46,D
-4.27126,24.87484,338.89,0.38,0.59,2025-02-24,12:25,N,nominal,2.0NRT,289.99,3.32,D
-5.51933,17.0581,332.08,0.4,0.37,2025-02-24,12:25,N,nominal,2.0NRT,296.55,3.07,D
-5.51878,17.06167,331.06,0.4,0.37,2025-02-24,12:25,N,nominal,2.0NRT,294.98,3.97,D
-5.23672,18.8849,333.02,0.46,0.39,2025-02-24,12:25,N,nominal,2.0NRT,295.51,3.26,D
-4.85999,21.27453,331.48,0.43,0.46,2025-02-24,12:25,N,nominal,2.0NRT,278.76,4.15,D
-4.81267,21.57099,329.85,0.45,0.47,2025-02-24,12:25,N,nominal,2.0NRT,275.86,2.43,D
-4.15366,25.62137,334.75,0.43,0.62,2025-02-24,12:25,N,nominal,2.0NRT,278.84,3.84,D
-4.40404,24.13147,356.44,0.34,0.56,2025-02-24,12:25,N,low,2.0NRT,286.15,22.17,D
-5.04314,20.17014,335.64,0.55,0.42,2025-02-24,12:25,N,nominal,2.0NRT,293.39,11.23,D
-4.40968,24.12939,356.17,0.34,0.56,2025-02-24,12:25,N,nominal,2.0NRT,293.5,24.43,D
-4.38946,24.25359,330.71,0.34,0.56,2025-02-24,12:25,N,nominal,2.0NRT,288.93,2.92,D
-4.36421,24.40849,338.77,0.35,0.57,2025-02-24,12:25,N,nominal,2.0NRT,292.57,4.03,D
-4.4092,24.13233,367,0.34,0.56,2025-02-24,12:25,N,high,2.0NRT,295.57,22.17,D
-5.59988,16.59945,334.49,0.39,0.36,2025-02-24,12:25,N,nominal,2.0NRT,297.69,4.23,D
-4.62568,22.8245,332.18,0.55,0.51,2025-02-24,12:25,N,nominal,2.0NRT,284.14,4.85,D
-5.6055,16.60744,332.96,0.39,0.36,2025-02-24,12:25,N,nominal,2.0NRT,298.05,4.99,D
-5.5781,16.78667,332.4,0.39,0.36,2025-02-24,12:25,N,nominal,2.0NRT,295.72,5.73,D
-5.61525,16.56601,333.48,0.39,0.36,2025-02-24,12:25,N,nominal,2.0NRT,296.79,3.7,D
-5.24738,18.96005,333.35,0.47,0.39,2025-02-24,12:25,N,nominal,2.0NRT,296.14,4.16,D
-5.61747,16.56704,334.56,0.39,0.36,2025-02-24,12:25,N,nominal,2.0NRT,297.48,5.07,D
-5.04346,20.16814,333.09,0.54,0.42,2025-02-24,12:25,N,nominal,2.0NRT,292.62,9.93,D
-5.62081,16.56755,346.62,0.39,0.36,2025-02-24,12:25,N,nominal,2.0NRT,297.19,5.07,D
-5.4871,17.45039,335.89,0.41,0.37,2025-02-24,12:25,N,nominal,2.0NRT,297.64,3.91,D
-5.45539,17.65263,335.96,0.41,0.37,2025-02-24,12:25,N,nominal,2.0NRT,298.61,3.58,D
-5.39356,18.04474,334.97,0.42,0.38,2025-02-24,12:25,N,nominal,2.0NRT,297.31,3.31,D
-4.62713,22.71222,330.43,0.54,0.5,2025-02-24,12:25,N,nominal,2.0NRT,286.86,3.91,D
-5.25129,18.95997,335.92,0.47,0.39,2025-02-24,12:25,N,nominal,2.0NRT,301.05,12.64,D
-5.60327,16.74792,332.5,0.39,0.36,2025-02-24,12:25,N,nominal,2.0NRT,296.13,3.12,D
-5.04441,20.43492,347.28,0.56,0.43,2025-02-24,12:25,N,nominal,2.0NRT,291.91,10.53,D
-5.26402,19.09119,336.09,0.47,0.4,2025-02-24,12:25,N,nominal,2.0NRT,295.56,3.68,D
-5.0484,20.43548,342.9,0.56,0.43,2025-02-24,12:25,N,nominal,2.0NRT,296.16,8.14,D
-4.92818,21.17516,330.43,0.42,0.45,2025-02-24,12:25,N,nominal,2.0NRT,276.63,3.24,D
-4.7093,22.50559,337.39,0.52,0.5,2025-02-24,12:25,N,nominal,2.0NRT,287.01,3.69,D
-4.96821,20.95554,331.97,0.41,0.45,2025-02-24,12:25,N,nominal,2.0NRT,280.46,5.81,D
-4.86647,21.57924,353.94,0.45,0.47,2025-02-24,12:25,N,nominal,2.0NRT,284.61,22.8,D
-4.19263,25.60807,347.56,0.43,0.62,2025-02-24,12:25,N,nominal,2.0NRT,283.58,5.02,D
-5.65833,16.61268,335.32,0.39,0.36,2025-02-24,12:25,N,nominal,2.0NRT,298.57,5.46,D
-4.40651,24.41089,335.95,0.35,0.57,2025-02-24,12:25,N,nominal,2.0NRT,291.13,2.24,D
-5.4024,18.35362,333.08,0.44,0.38,2025-02-24,12:25,N,nominal,2.0NRT,294.88,4.83,D
-5.21535,19.56566,332.28,0.5,0.41,2025-02-24,12:25,N,nominal,2.0NRT,292.5,5.63,D
-5.17066,19.84742,332.48,0.52,0.42,2025-02-24,12:25,N,nominal,2.0NRT,292.48,2.13,D
-4.90845,21.48332,334.9,0.44,0.46,2025-02-24,12:25,N,nominal,2.0NRT,279.64,2.52,D
-5.25162,19.36043,335.95,0.49,0.4,2025-02-24,12:25,N,nominal,2.0NRT,293.34,4.89,D
-4.9127,21.48413,337.05,0.44,0.46,2025-02-24,12:25,N,nominal,2.0NRT,282.6,2.12,D
-4.89792,21.5757,335.95,0.45,0.47,2025-02-24,12:25,N,nominal,2.0NRT,281.73,3.39,D
-4.72914,22.61515,339.81,0.53,0.5,2025-02-24,12:25,N,nominal,2.0NRT,287.53,4.08,D
-5.68292,16.63084,331.27,0.39,0.36,2025-02-24,12:25,N,nominal,2.0NRT,297.65,0.95,D
-5.34932,18.7863,333.91,0.46,0.39,2025-02-24,12:25,N,nominal,2.0NRT,296.08,5,D
-4.74377,22.58357,340.59,0.52,0.5,2025-02-24,12:25,N,nominal,2.0NRT,285.8,7.15,D
-4.74146,22.59775,333.95,0.52,0.5,2025-02-24,12:25,N,nominal,2.0NRT,284.22,4.6,D
-3.96102,27.29983,338.38,0.56,0.69,2025-02-24,12:25,N,nominal,2.0NRT,282.39,4.36,D
-5.69002,16.60679,331.54,0.39,0.36,2025-02-24,12:25,N,nominal,2.0NRT,297.37,2.01,D
-5.67766,16.6875,333.9,0.39,0.36,2025-02-24,12:25,N,nominal,2.0NRT,293.9,4.67,D
-5.35425,18.77835,333.67,0.46,0.39,2025-02-24,12:25,N,nominal,2.0NRT,297.94,8.71,D
-5.3536,18.78255,332.43,0.46,0.39,2025-02-24,12:25,N,nominal,2.0NRT,295.65,5,D
-5.26624,19.34012,337.35,0.49,0.4,2025-02-24,12:25,N,nominal,2.0NRT,295.48,4.81,D
-4.74382,22.61241,331.01,0.53,0.5,2025-02-24,12:25,N,nominal,2.0NRT,285.61,2.53,D
-4.89939,21.67642,331.07,0.45,0.47,2025-02-24,12:25,N,nominal,2.0NRT,277.71,2.5,D
-4.71228,22.83639,341.01,0.54,0.51,2025-02-24,12:25,N,nominal,2.0NRT,283.39,7.95,D
-4.89842,21.71022,330.87,0.46,0.47,2025-02-24,12:25,N,nominal,2.0NRT,277.96,3.58,D
-4.71769,22.86264,329.44,0.55,0.51,2025-02-24,12:25,N,nominal,2.0NRT,282.8,4.72,D
-4.46864,24.39413,332.12,0.35,0.57,2025-02-24,12:25,N,nominal,2.0NRT,293.39,2.32,D
-4.25321,25.70295,333.54,0.43,0.62,2025-02-24,12:25,N,nominal,2.0NRT,279.16,3.74,D
-5.62306,17.13329,332.43,0.4,0.37,2025-02-24,12:25,N,nominal,2.0NRT,296.62,4.26,D
-5.48596,18.02376,330.43,0.42,0.38,2025-02-24,12:25,N,nominal,2.0NRT,295.22,1.92,D
-5.3491,18.9064,333.14,0.46,0.39,2025-02-24,12:25,N,nominal,2.0NRT,296.91,2.16,D
-4.77605,22.52998,330.6,0.52,0.5,2025-02-24,12:25,N,nominal,2.0NRT,285.74,3.18,D
-5.70137,16.64441,336.9,0.39,0.36,2025-02-24,12:25,N,nominal,2.0NRT,300.14,5.71,D
-4.7814,22.52605,342.94,0.52,0.5,2025-02-24,12:25,N,nominal,2.0NRT,286.36,7.88,D
-5.41911,18.50265,334.37,0.44,0.39,2025-02-24,12:25,N,nominal,2.0NRT,294.97,4.15,D
-5.34856,18.9577,334.39,0.47,0.39,2025-02-24,12:25,N,nominal,2.0NRT,296.81,2.99,D
-5.34961,18.97494,333.59,0.47,0.39,2025-02-24,12:25,N,nominal,2.0NRT,294.97,3.76,D
-5.17537,20.09328,335.53,0.54,0.42,2025-02-24,12:25,N,nominal,2.0NRT,291.14,4.73,D
-5.30411,19.29224,337.83,0.48,0.4,2025-02-24,12:25,N,nominal,2.0NRT,293.5,2.18,D
-5.34869,18.95645,336.35,0.46,0.39,2025-02-24,12:25,N,nominal,2.0NRT,297.79,4.41,D
