latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
52.16934,14.62852,307.09,0.38,0.36,2025-02-24,01:11,N,nominal,2.0NRT,271.06,1.5,N
49.47573,23.90888,338.99,0.5,0.49,2025-02-24,01:11,N,nominal,2.0NRT,265.34,4.56,N
58.87482,1.51927,353.13,0.34,0.56,2025-02-24,01:11,N,nominal,2.0NRT,279.25,2.36,N
52.17022,14.62299,325.91,0.38,0.36,2025-02-24,01:11,N,nominal,2.0NRT,271.4,2.79,N
47.87299,33.44717,335.84,0.68,0.74,2025-02-24,01:11,N,nominal,2.0NRT,264.37,7.03,N
49.52158,23.71349,331.83,0.48,0.48,2025-02-24,01:11,N,nominal,2.0NRT,263.18,3.35,N
52.39977,12.49853,309.71,0.4,0.37,2025-02-24,01:11,N,nominal,2.0NRT,273.63,1.7,N
58.87465,1.5254,300.99,0.34,0.56,2025-02-24,01:11,N,nominal,2.0NRT,277.77,2.36,N
51.69008,15.9793,331.3,0.39,0.36,2025-02-24,01:11,N,nominal,2.0NRT,278.88,16.75,N
52.55814,39.56952,342.21,0.74,0.76,2025-02-24,01:11,N,nominal,2.0NRT,264.51,11.68,N
51.68681,15.97783,330.16,0.39,0.36,2025-02-24,01:11,N,nominal,2.0NRT,274.77,16.75,N
52.17206,14.62454,327.64,0.38,0.36,2025-02-24,01:11,N,nominal,2.0NRT,274.82,4.92,N
51.68585,15.98338,298.38,0.39,0.36,2025-02-24,01:11,N,nominal,2.0NRT,274.24,16.75,N
47.87067,33.44956,334.12,0.68,0.74,2025-02-24,01:11,N,nominal,2.0NRT,263.82,7.66,N
58.68238,17.13005,305.69,0.39,0.36,2025-02-24,01:11,N,nominal,2.0NRT,274.46,0.62,N
54.80484,22.09572,298.27,0.48,0.4,2025-02-24,01:13,N,nominal,2.0NRT,265.53,0.82,N
45.00887,29.59057,367,0.59,0.7,2025-02-24,01:13,N,high,2.0NRT,274.4,19.95,N
54.87163,22.82974,298.84,0.5,0.41,2025-02-24,01:13,N,nominal,2.0NRT,265.56,0.97,N
45.00648,29.59758,314.32,0.59,0.7,2025-02-24,01:13,N,nominal,2.0NRT,263.76,19.95,N
45.0101,29.56554,367,0.59,0.7,2025-02-24,01:13,N,high,2.0NRT,267.91,12.41,N
54.95373,22.38456,311.86,0.48,0.4,2025-02-24,01:13,N,nominal,2.0NRT,266.23,1.73,N
45.00771,29.57254,302.36,0.59,0.7,2025-02-24,01:13,N,nominal,2.0NRT,264.61,4.45,N
54.91533,22.59205,304.48,0.49,0.4,2025-02-24,01:13,N,nominal,2.0NRT,265.43,0.94,N
54.74148,22.57039,295.86,0.49,0.4,2025-02-24,01:13,N,nominal,2.0NRT,264.18,0.91,N
54.95545,22.38733,302.1,0.48,0.4,2025-02-24,01:13,N,nominal,2.0NRT,265.08,1.24,N
54.83762,22.44279,302.02,0.49,0.4,2025-02-24,01:13,N,nominal,2.0NRT,265.14,1.14,N
54.95196,22.38502,309.28,0.48,0.4,2025-02-24,01:13,N,nominal,2.0NRT,265.75,1.24,N
54.8345,22.45726,325.78,0.49,0.4,2025-02-24,01:13,N,nominal,2.0NRT,265.08,2.76,N
54.83606,22.45002,321.11,0.49,0.4,2025-02-24,01:13,N,nominal,2.0NRT,265.15,2.76,N
54.75686,22.55548,296.41,0.49,0.4,2025-02-24,01:13,N,nominal,2.0NRT,264.17,1,N
54.8327,22.45485,315.18,0.49,0.4,2025-02-24,01:13,N,nominal,2.0NRT,264.56,1.69,N
51.36825,6.70449,321.47,0.56,0.43,2025-02-24,01:13,N,nominal,2.0NRT,267.16,2.01,N
54.83427,22.44764,310.77,0.49,0.4,2025-02-24,01:13,N,nominal,2.0NRT,264.19,2.03,N
51.3675,6.7126,297.67,0.56,0.43,2025-02-24,01:13,N,nominal,2.0NRT,267.77,1.35,N
54.8362,22.45715,302.62,0.49,0.4,2025-02-24,01:13,N,nominal,2.0NRT,264.36,1.69,N
54.81498,22.36218,304.69,0.48,0.4,2025-02-24,01:13,N,nominal,2.0NRT,264.34,1.49,N
51.36429,6.70357,312.23,0.56,0.43,2025-02-24,01:13,N,nominal,2.0NRT,266.44,2.01,N
54.83778,22.44994,306.98,0.49,0.4,2025-02-24,01:13,N,nominal,2.0NRT,265.14,2.03,N
54.8413,22.45225,303.02,0.49,0.4,2025-02-24,01:13,N,nominal,2.0NRT,265.17,1.55,N
51.36355,6.71166,297.56,0.56,0.43,2025-02-24,01:13,N,nominal,2.0NRT,266.52,1.35,N
54.8127,22.784,310.08,0.5,0.41,2025-02-24,01:13,N,nominal,2.0NRT,265.15,1.56,N
46.48032,30.08916,324.31,0.55,0.68,2025-02-24,01:13,N,nominal,2.0NRT,259.85,3.66,N
45.01379,29.59632,367,0.59,0.7,2025-02-24,01:13,N,high,2.0NRT,271.65,32.75,N
45.00786,29.59227,367,0.59,0.7,2025-02-24,01:13,N,high,2.0NRT,269.11,32.75,N
45.009,29.56713,367,0.59,0.7,2025-02-24,01:13,N,high,2.0NRT,268.77,10.84,N
44.98893,29.1715,345.93,0.57,0.69,2025-02-24,01:13,N,nominal,2.0NRT,263.65,6.72,N
44.98301,29.1678,324.34,0.57,0.69,2025-02-24,01:13,N,nominal,2.0NRT,262.33,3.73,N
54.81518,22.82797,295.26,0.5,0.41,2025-02-24,01:13,N,nominal,2.0NRT,264.65,1.17,N
48.77748,10.70251,296.94,0.4,0.37,2025-02-24,01:13,N,nominal,2.0NRT,273.95,0.4,N
44.34278,28.66516,303.16,0.56,0.69,2025-02-24,01:13,N,nominal,2.0NRT,268.35,1.03,N
45.5196,11.49892,306.44,0.38,0.36,2025-02-24,01:13,N,nominal,2.0NRT,275.7,1.06,N
45.45976,10.45697,322.9,0.39,0.36,2025-02-24,01:13,N,nominal,2.0NRT,278.72,1.95,N
44.86477,13.82614,299.75,0.41,0.37,2025-02-24,01:13,N,nominal,2.0NRT,278.49,0.51,N
51.89254,29.34395,325.11,0.34,0.56,2025-02-24,01:13,N,nominal,2.0NRT,262.31,2.34,N
46.47725,30.08848,326.36,0.55,0.68,2025-02-24,01:13,N,nominal,2.0NRT,259.25,6.09,N
54.74605,22.29272,297.1,0.48,0.4,2025-02-24,01:13,N,nominal,2.0NRT,266.36,1.39,N
45.25552,31.67105,356.32,0.71,0.75,2025-02-24,01:13,N,nominal,2.0NRT,274.89,10.67,N
54.74447,22.2932,311.87,0.48,0.4,2025-02-24,01:13,N,nominal,2.0NRT,266.13,1.52,N
45.35593,30.90271,311.95,0.65,0.73,2025-02-24,01:13,N,nominal,2.0NRT,274.29,1.77,N
54.63484,22.59393,301.2,0.5,0.41,2025-02-24,01:13,N,nominal,2.0NRT,266.7,0.61,N
54.8839,22.82945,305.71,0.5,0.41,2025-02-24,01:13,N,nominal,2.0NRT,265.09,1.51,N
45.04446,29.61474,367,0.59,0.7,2025-02-24,01:13,N,high,2.0NRT,275.75,38.67,N
45.04329,29.59667,352.49,0.59,0.7,2025-02-24,01:13,N,nominal,2.0NRT,265.67,8.23,N
54.87518,22.83209,299.98,0.5,0.41,2025-02-24,01:13,N,nominal,2.0NRT,265.34,0.97,N
45.04091,29.60369,344.87,0.59,0.7,2025-02-24,01:13,N,nominal,2.0NRT,263.76,8.23,N
55.09471,21.80271,298.21,0.46,0.39,2025-02-24,01:13,N,nominal,2.0NRT,266.5,0.87,N
45.03853,29.61071,301.4,0.59,0.7,2025-02-24,01:13,N,nominal,2.0NRT,262.18,2.79,N
45.0148,29.59459,367,0.59,0.7,2025-02-24,01:13,N,high,2.0NRT,267.89,19.95,N
54.78695,22.3438,330.71,0.48,0.4,2025-02-24,01:13,N,nominal,2.0NRT,266.83,3.59,N
46.47803,30.09589,330.79,0.55,0.68,2025-02-24,01:13,N,nominal,2.0NRT,258.26,3.66,N
37.76508,27.44085,313.08,0.79,0.78,2025-02-24,01:15,N,nominal,2.0NRT,270.78,3.44,N
40.51892,17.20938,304.2,0.42,0.45,2025-02-24,01:15,N,nominal,2.0NRT,269.98,1.61,N
40.89266,14.44626,308.66,0.47,0.4,2025-02-24,01:15,N,nominal,2.0NRT,270.11,0.85,N
40.55681,9.67219,307.08,0.38,0.36,2025-02-24,01:15,N,nominal,2.0NRT,282.2,1.12,N
41.31097,1.65962,305.6,0.48,0.48,2025-02-24,01:15,N,nominal,2.0NRT,279.96,1.97,N
38.20469,15.2677,298.51,0.57,0.43,2025-02-24,01:15,N,nominal,2.0NRT,284.78,1.89,N
37.73208,14.97218,310.46,0.56,0.43,2025-02-24,01:15,N,nominal,2.0NRT,279.32,3.26,N
43.42927,4.96839,296.13,0.53,0.42,2025-02-24,01:15,N,nominal,2.0NRT,276.06,0.87,N
37.72923,14.96611,306.89,0.56,0.43,2025-02-24,01:15,N,nominal,2.0NRT,280.3,3.3,N
36.79029,7.69012,328.52,0.39,0.36,2025-02-24,01:15,N,nominal,2.0NRT,274.03,2.07,N
36.78765,7.6468,299.77,0.39,0.36,2025-02-24,01:15,N,nominal,2.0NRT,272.86,0.74,N
36.87721,6.93973,297.12,0.4,0.37,2025-02-24,01:15,N,nominal,2.0NRT,282.84,0.71,N
36.87658,6.94419,305.32,0.4,0.37,2025-02-24,01:15,N,nominal,2.0NRT,282.24,0.98,N
36.86744,6.98372,297.95,0.4,0.37,2025-02-24,01:15,N,nominal,2.0NRT,281.17,0.73,N
36.76201,7.30716,305.22,0.39,0.36,2025-02-24,01:15,N,nominal,2.0NRT,275.54,0.73,N
36.74641,6.256,338.61,0.41,0.37,2025-02-24,01:15,N,nominal,2.0NRT,286.22,9.35,N
36.74362,6.25066,300.87,0.41,0.37,2025-02-24,01:15,N,nominal,2.0NRT,285.37,1.9,N
36.33332,5.48161,299.73,0.43,0.38,2025-02-24,01:15,N,nominal,2.0NRT,277.37,0.94,N
37.7678,27.43753,304.43,0.79,0.78,2025-02-24,01:15,N,nominal,2.0NRT,271.01,2.93,N
36.17761,5.57086,306,0.43,0.38,2025-02-24,01:15,N,nominal,2.0NRT,276.49,1.34,N
28.05818,19.90922,307.79,0.57,0.69,2025-02-24,01:17,N,nominal,2.0NRT,274.74,10.03,N
27.98524,19.90314,312.04,0.57,0.69,2025-02-24,01:17,N,nominal,2.0NRT,277.7,2.26,N
29.07032,19.06182,367,0.48,0.65,2025-02-24,01:17,N,high,2.0NRT,282.67,6.03,N
27.98439,19.90287,317.46,0.57,0.69,2025-02-24,01:17,N,nominal,2.0NRT,277.61,4.23,N
27.9829,19.90855,316.23,0.57,0.69,2025-02-24,01:17,N,nominal,2.0NRT,275.59,2.98,N
28.58366,17.33159,313.79,0.39,0.6,2025-02-24,01:17,N,nominal,2.0NRT,273.54,0.9,N
28.10079,19.25225,314.85,0.52,0.67,2025-02-24,01:17,N,nominal,2.0NRT,274.37,1.19,N
31.79742,6.05629,319.47,0.39,0.36,2025-02-24,01:17,N,nominal,2.0NRT,280.91,1.26,N
30.47326,7.0246,295.97,0.38,0.36,2025-02-24,01:17,N,nominal,2.0NRT,260.35,0.19,N
29.22838,19.69261,297.35,0.52,0.67,2025-02-24,01:17,N,nominal,2.0NRT,274.73,3.36,N
27.58455,18.47218,299.09,0.48,0.65,2025-02-24,01:17,N,nominal,2.0NRT,275.38,1.68,N
27.58199,18.46993,313.21,0.48,0.65,2025-02-24,01:17,N,nominal,2.0NRT,276.15,0.85,N
29.70095,6.71485,295.94,0.38,0.36,2025-02-24,01:17,N,nominal,2.0NRT,253.3,0.51,N
28.90874,20.96903,331.68,0.63,0.72,2025-02-24,01:17,N,nominal,2.0NRT,276.81,4,N
29.69828,6.71022,295.6,0.38,0.36,2025-02-24,01:17,N,nominal,2.0NRT,260.61,0.51,N
29.69685,6.69769,303.28,0.38,0.36,2025-02-24,01:17,N,nominal,2.0NRT,272.02,1.03,N
29.69622,6.70164,311.67,0.38,0.36,2025-02-24,01:17,N,nominal,2.0NRT,267.14,0.72,N
29.6956,6.70559,306.72,0.38,0.36,2025-02-24,01:17,N,nominal,2.0NRT,256.93,0.72,N
29.2264,19.69881,315.71,0.52,0.67,2025-02-24,01:17,N,nominal,2.0NRT,273.79,3.97,N
31.78892,6.06729,298.32,0.39,0.36,2025-02-24,01:17,N,nominal,2.0NRT,280.05,0.32,N
29.69293,6.70096,300.36,0.38,0.36,2025-02-24,01:17,N,nominal,2.0NRT,261.07,0.72,N
29.07505,19.05975,331.27,0.48,0.65,2025-02-24,01:17,N,nominal,2.0NRT,276.44,14.12,N
29.22782,19.6935,308.33,0.52,0.67,2025-02-24,01:17,N,nominal,2.0NRT,274.68,5.73,N
32.2773,3.98772,330.07,0.45,0.39,2025-02-24,01:17,N,nominal,2.0NRT,280.44,3.29,N
28.90509,19.76911,299.82,0.54,0.67,2025-02-24,01:17,N,nominal,2.0NRT,274.27,1.78,N
27.98372,19.9088,317.98,0.57,0.69,2025-02-24,01:17,N,nominal,2.0NRT,275.57,2.26,N
28.90697,20.96806,297.1,0.62,0.72,2025-02-24,01:17,N,nominal,2.0NRT,275.86,1.4,N
29.07613,19.06381,321.51,0.48,0.65,2025-02-24,01:17,N,nominal,2.0NRT,276.3,2.09,N
28.91338,20.97039,323.36,0.62,0.72,2025-02-24,01:17,N,nominal,2.0NRT,277.29,1.4,N
28.90632,19.77937,325.55,0.54,0.67,2025-02-24,01:17,N,nominal,2.0NRT,279.93,24.6,N
28.9078,19.77383,367,0.53,0.67,2025-02-24,01:17,N,high,2.0NRT,291.48,33.24,N
28.90938,19.76789,342.88,0.53,0.67,2025-02-24,01:17,N,nominal,2.0NRT,278.17,33.24,N
28.91381,19.77606,307.7,0.53,0.67,2025-02-24,01:17,N,nominal,2.0NRT,276.06,1.75,N
31.78559,6.06661,318.14,0.39,0.36,2025-02-24,01:17,N,nominal,2.0NRT,280.53,0.71,N
29.44064,17.96696,305.48,0.41,0.61,2025-02-24,01:17,N,nominal,2.0NRT,273.05,1.15,N
28.87109,21.22483,318.97,0.65,0.73,2025-02-24,01:17,N,nominal,2.0NRT,275.66,1.86,N
29.03372,20.78725,324.52,0.61,0.71,2025-02-24,01:17,N,nominal,2.0NRT,275.71,3.93,N
29.04173,20.78335,304.1,0.61,0.71,2025-02-24,01:17,N,nominal,2.0NRT,276.9,4.92,N
29.04006,20.78952,348.77,0.61,0.71,2025-02-24,01:17,N,nominal,2.0NRT,277.41,4.92,N
32.40079,4.00733,327.26,0.45,0.39,2025-02-24,01:17,N,nominal,2.0NRT,280.24,3.14,N
29.0544,20.78793,302.9,0.61,0.71,2025-02-24,01:17,N,nominal,2.0NRT,276.18,1.11,N
29.32415,19.77425,301.85,0.52,0.67,2025-02-24,01:17,N,nominal,2.0NRT,273.07,0.96,N
29.03803,20.79151,312.97,0.61,0.71,2025-02-24,01:17,N,nominal,2.0NRT,275.69,5.71,N
32.55406,3.16992,316.03,0.49,0.4,2025-02-24,01:17,N,nominal,2.0NRT,278.35,1.78,N
29.03974,20.78537,355.5,0.61,0.71,2025-02-24,01:17,N,nominal,2.0NRT,278.59,11.38,N
29.32354,19.77139,300.41,0.52,0.67,2025-02-24,01:17,N,nominal,2.0NRT,273.67,0.89,N
31.84805,6.05252,308.77,0.39,0.36,2025-02-24,01:17,N,nominal,2.0NRT,280.16,0.87,N
31.66605,6.05169,307.75,0.39,0.36,2025-02-24,01:17,N,nominal,2.0NRT,281.9,1.72,N
31.66544,6.05579,304.11,0.39,0.36,2025-02-24,01:17,N,nominal,2.0NRT,281.75,1.72,N
31.66272,6.05101,345.81,0.39,0.36,2025-02-24,01:17,N,nominal,2.0NRT,283.36,1.72,N
28.88952,20.96204,367,0.63,0.72,2025-02-24,01:17,N,high,2.0NRT,281.19,12.4,N
31.6615,6.05921,346.54,0.39,0.36,2025-02-24,01:17,N,nominal,2.0NRT,284.33,3.25,N
31.66211,6.05511,312.51,0.39,0.36,2025-02-24,01:17,N,nominal,2.0NRT,283.07,1.72,N
31.66089,6.06332,319.62,0.39,0.36,2025-02-24,01:17,N,nominal,2.0NRT,281.05,3.25,N
31.69614,5.96456,295.57,0.39,0.36,2025-02-24,01:17,N,nominal,2.0NRT,279.7,0.24,N
31.68797,5.80965,305.57,0.39,0.37,2025-02-24,01:17,N,nominal,2.0NRT,280.56,0.46,N
31.77873,5.1026,315.42,0.41,0.37,2025-02-24,01:17,N,nominal,2.0NRT,275.1,0.96,N
31.62698,6.06062,304.75,0.39,0.36,2025-02-24,01:17,N,nominal,2.0NRT,279.54,0.55,N
28.89124,20.95572,303.03,0.62,0.72,2025-02-24,01:17,N,nominal,2.0NRT,276.42,12.4,N
31.63518,5.98191,303.38,0.39,0.36,2025-02-24,01:17,N,nominal,2.0NRT,280.43,0.73,N
31.63184,5.98123,307.84,0.39,0.36,2025-02-24,01:17,N,nominal,2.0NRT,280.17,0.73,N
31.59216,5.95763,307.47,0.39,0.36,2025-02-24,01:17,N,nominal,2.0NRT,281.16,0.74,N
31.58882,5.95696,302.53,0.39,0.36,2025-02-24,01:17,N,nominal,2.0NRT,280.66,0.74,N
29.05462,19.09017,312.21,0.49,0.65,2025-02-24,01:17,N,nominal,2.0NRT,273.88,1.25,N
31.58549,5.95629,327.21,0.39,0.36,2025-02-24,01:17,N,nominal,2.0NRT,282.67,3.11,N
28.76079,19.64699,346.87,0.53,0.67,2025-02-24,01:17,N,nominal,2.0NRT,274.27,7.47,N
29.22699,19.69794,338.29,0.52,0.67,2025-02-24,01:17,N,nominal,2.0NRT,274.12,3.36,N
29.23436,19.69474,309.91,0.52,0.67,2025-02-24,01:17,N,nominal,2.0NRT,273.96,5.33,N
27.98521,22.32648,347.38,0.78,0.78,2025-02-24,01:17,N,nominal,2.0NRT,276.56,6.96,N
27.98301,22.32839,331.29,0.78,0.78,2025-02-24,01:17,N,nominal,2.0NRT,275.47,4.68,N
27.98526,22.32047,311.51,0.78,0.78,2025-02-24,01:17,N,nominal,2.0NRT,274.22,4.68,N
29.06799,19.06265,306.22,0.48,0.65,2025-02-24,01:17,N,nominal,2.0NRT,274.67,7.26,N
31.40357,5.97749,295.74,0.39,0.36,2025-02-24,01:17,N,nominal,2.0NRT,279.11,0.43,N
31.36532,6.04978,302.77,0.39,0.36,2025-02-24,01:17,N,nominal,2.0NRT,279.26,0.96,N
29.05412,20.78374,303.56,0.6,0.71,2025-02-24,01:17,N,nominal,2.0NRT,275.7,1.29,N
32.13408,6.47127,329.98,0.39,0.36,2025-02-24,01:17,N,nominal,2.0NRT,277.36,3.05,N
32.1374,6.47196,304.42,0.39,0.36,2025-02-24,01:17,N,nominal,2.0NRT,273.37,3.05,N
31.70421,9.24492,300.77,0.41,0.37,2025-02-24,01:17,N,nominal,2.0NRT,271.13,0.68,N
31.8066,5.99447,313.55,0.39,0.36,2025-02-24,01:17,N,nominal,2.0NRT,280.67,1.46,N
28.69284,22.37633,338.52,0.76,0.77,2025-02-24,01:17,N,nominal,2.0NRT,275.76,5.15,N
28.83304,22.1212,295.56,0.73,0.76,2025-02-24,01:17,N,nominal,2.0NRT,276.08,1.48,N
28.69698,22.37637,333.98,0.76,0.77,2025-02-24,01:17,N,nominal,2.0NRT,275.89,4.74,N
31.31757,11.80773,301.61,0.51,0.41,2025-02-24,01:17,N,nominal,2.0NRT,268.27,2.23,N
31.70676,5.96245,304.25,0.39,0.36,2025-02-24,01:17,N,nominal,2.0NRT,280.06,0.83,N
31.31861,11.80241,326.67,0.51,0.41,2025-02-24,01:17,N,nominal,2.0NRT,268.04,2.23,N
29.18743,21.42981,301.53,0.65,0.73,2025-02-24,01:17,N,nominal,2.0NRT,276.55,1.14,N
31.39647,12.14372,326.13,0.53,0.42,2025-02-24,01:17,N,nominal,2.0NRT,277.21,2.44,N
29.18751,21.53334,301.23,0.66,0.73,2025-02-24,01:17,N,nominal,2.0NRT,276.42,1.42,N
29.18937,21.52664,303.58,0.66,0.73,2025-02-24,01:17,N,nominal,2.0NRT,275.9,1.42,N
29.19058,21.43002,305.7,0.65,0.73,2025-02-24,01:17,N,nominal,2.0NRT,276.17,1.08,N
32.35526,6.97648,335.47,0.38,0.36,2025-02-24,01:17,N,nominal,2.0NRT,251.27,4.92,N
29.23296,19.70009,350.18,0.52,0.67,2025-02-24,01:17,N,nominal,2.0NRT,277.11,5.33,N
29.19016,21.53317,303.05,0.66,0.73,2025-02-24,01:17,N,nominal,2.0NRT,276.36,1.35,N
29.19205,21.52651,298.23,0.66,0.73,2025-02-24,01:17,N,nominal,2.0NRT,275.69,1.76,N
29.21589,21.64734,329.86,0.67,0.74,2025-02-24,01:17,N,nominal,2.0NRT,276.46,3.08,N
33.12603,3.32,304.63,0.49,0.4,2025-02-24,01:17,N,nominal,2.0NRT,274.84,1.4,N
33.13505,3.36933,297.17,0.48,0.4,2025-02-24,01:17,N,nominal,2.0NRT,270.88,1.03,N
31.95499,11.14647,302.31,0.47,0.4,2025-02-24,01:17,N,nominal,2.0NRT,270.37,1.18,N
31.362,6.0491,324.19,0.39,0.36,2025-02-24,01:17,N,nominal,2.0NRT,279.77,3.08,N
31.36261,6.04502,305.69,0.39,0.36,2025-02-24,01:17,N,nominal,2.0NRT,278.87,3.08,N
31.35806,6.05251,324.36,0.39,0.36,2025-02-24,01:17,N,nominal,2.0NRT,279.75,1.92,N
31.70737,5.95833,295.57,0.39,0.36,2025-02-24,01:17,N,nominal,2.0NRT,279.57,0.83,N
31.18789,6.78822,311.05,0.38,0.36,2025-02-24,01:17,N,nominal,2.0NRT,280.3,1,N
28.97411,17.46348,306.32,0.39,0.6,2025-02-24,01:17,N,nominal,2.0NRT,274.78,1.1,N
28.97311,17.46752,310.58,0.39,0.6,2025-02-24,01:17,N,nominal,2.0NRT,274.53,1.1,N
28.20997,19.91162,297.63,0.57,0.69,2025-02-24,01:17,N,nominal,2.0NRT,275.71,1.39,N
31.95528,11.14308,300.05,0.47,0.4,2025-02-24,01:17,N,nominal,2.0NRT,269.68,0.87,N
28.20847,19.91723,297.51,0.57,0.69,2025-02-24,01:17,N,nominal,2.0NRT,274.69,1,N
28.70188,21.37834,296.38,0.67,0.73,2025-02-24,01:17,N,nominal,2.0NRT,276.53,1.23,N
32.30933,-6.70775,301.51,0.58,0.69,2025-02-24,01:17,N,nominal,2.0NRT,279.39,1.04,N
28.20851,19.91143,298.93,0.57,0.69,2025-02-24,01:17,N,nominal,2.0NRT,275.42,1.55,N
28.90577,20.95407,339.84,0.62,0.72,2025-02-24,01:17,N,nominal,2.0NRT,277.6,5.9,N
28.71062,21.45497,335.5,0.67,0.74,2025-02-24,01:17,N,nominal,2.0NRT,278.12,3.76,N
28.05662,19.91512,367,0.57,0.69,2025-02-24,01:17,N,high,2.0NRT,280.73,11.2,N
29.07379,19.06467,356.2,0.48,0.65,2025-02-24,01:17,N,nominal,2.0NRT,280.49,7.26,N
28.88773,20.96117,355.32,0.62,0.72,2025-02-24,01:17,N,nominal,2.0NRT,275.99,7.33,N
30.39976,19.61035,305.08,0.48,0.65,2025-02-24,01:17,N,nominal,2.0NRT,277.58,1.09,N
30.40553,19.61253,304.76,0.48,0.65,2025-02-24,01:17,N,nominal,2.0NRT,277.56,1.11,N
30.40939,19.59791,300.73,0.48,0.65,2025-02-24,01:17,N,nominal,2.0NRT,278.63,1.04,N
35.603,-5.43422,295.89,0.51,0.66,2025-02-24,01:17,N,nominal,2.0NRT,282.62,1.04,N
31.84861,5.05396,302.03,0.41,0.37,2025-02-24,01:17,N,nominal,2.0NRT,275.39,0.42,N
35.60055,-5.43294,295.51,0.52,0.66,2025-02-24,01:17,N,nominal,2.0NRT,282.26,0.95,N
33.86184,12.05656,306.51,0.48,0.4,2025-02-24,01:17,N,nominal,2.0NRT,274.8,1.61,N
33.86035,12.05775,316.13,0.48,0.4,2025-02-24,01:17,N,nominal,2.0NRT,275.24,1.52,N
34.98199,5.71577,309.03,0.41,0.37,2025-02-24,01:17,N,nominal,2.0NRT,272.36,1.3,N
33.92137,12.68006,299.2,0.51,0.41,2025-02-24,01:17,N,nominal,2.0NRT,271.26,0.67,N
35.09559,5.64784,303.93,0.42,0.37,2025-02-24,01:17,N,nominal,2.0NRT,280.47,1.18,N
35.23186,8.17277,315.28,0.38,0.36,2025-02-24,01:17,N,nominal,2.0NRT,275.44,1.88,N
36.12559,1.24223,307.76,0.44,0.46,2025-02-24,01:17,N,nominal,2.0NRT,282.08,2.03,N
29.23237,19.70094,330.38,0.52,0.67,2025-02-24,01:17,N,nominal,2.0NRT,274.86,3.97,N
28.90957,19.77725,339.98,0.54,0.68,2025-02-24,01:17,N,nominal,2.0NRT,287.22,25.84,N
29.2338,19.69561,336.44,0.52,0.67,2025-02-24,01:17,N,nominal,2.0NRT,275.85,5.73,N
28.91103,19.77163,355.46,0.54,0.67,2025-02-24,01:17,N,nominal,2.0NRT,279.6,25.84,N
28.8959,20.95716,302.98,0.62,0.72,2025-02-24,01:17,N,nominal,2.0NRT,276.47,8.33,N
29.05678,19.08925,297.16,0.48,0.65,2025-02-24,01:17,N,nominal,2.0NRT,273.41,1.08,N
28.89414,20.96346,367,0.62,0.72,2025-02-24,01:17,N,high,2.0NRT,280.39,13.76,N
29.06904,19.06671,297.86,0.48,0.65,2025-02-24,01:17,N,nominal,2.0NRT,274.68,6.03,N
28.90407,20.95315,337.71,0.62,0.72,2025-02-24,01:17,N,nominal,2.0NRT,277.32,8.33,N
28.6491,7.68522,296.91,0.4,0.37,2025-02-24,01:19,N,nominal,2.0NRT,277.92,0.71,N
27.72437,9.87754,334.43,0.47,0.4,2025-02-24,01:19,N,nominal,2.0NRT,280.4,4.7,N
27.72799,9.8784,295.02,0.47,0.4,2025-02-24,01:19,N,nominal,2.0NRT,278.98,0.57,N
27.92443,9.2514,329.35,0.44,0.39,2025-02-24,01:19,N,nominal,2.0NRT,279.43,2.59,N
26.03448,11.97675,302.5,0.43,0.46,2025-02-24,01:19,N,nominal,2.0NRT,278.36,1.24,N
28.45639,7.51719,312.66,0.39,0.36,2025-02-24,01:19,N,nominal,2.0NRT,280.29,1.06,N
28.47038,7.51605,308.02,0.39,0.36,2025-02-24,01:19,N,nominal,2.0NRT,280.02,0.4,N
28.07925,9.78987,301.18,0.46,0.39,2025-02-24,01:19,N,nominal,2.0NRT,273.29,1.01,N
28.55884,7.46075,304.17,0.39,0.36,2025-02-24,01:19,N,nominal,2.0NRT,279.23,1.2,N
28.55959,7.51865,296.98,0.39,0.36,2025-02-24,01:19,N,nominal,2.0NRT,280.11,0.44,N
28.18974,9.80413,310.87,0.46,0.39,2025-02-24,01:19,N,nominal,2.0NRT,278.84,1.49,N
28.57687,7.65434,304.6,0.4,0.37,2025-02-24,01:19,N,nominal,2.0NRT,278.82,0.88,N
28.60693,7.51595,301.94,0.39,0.36,2025-02-24,01:19,N,nominal,2.0NRT,279.56,0.63,N
28.6076,7.51197,295.92,0.39,0.36,2025-02-24,01:19,N,nominal,2.0NRT,279.6,0.63,N
28.68453,7.1918,301.09,0.39,0.36,2025-02-24,01:19,N,nominal,2.0NRT,277.58,2.07,N
28.68389,7.19575,326.92,0.39,0.36,2025-02-24,01:19,N,nominal,2.0NRT,278.1,2.07,N
28.11609,0.30431,295.19,0.4,0.44,2025-02-24,01:19,N,nominal,2.0NRT,280.11,0.39,N
28.61953,7.70927,301.89,0.4,0.37,2025-02-24,01:19,N,nominal,2.0NRT,277.18,0.74,N
26.70251,12.45131,325.58,0.45,0.47,2025-02-24,01:19,N,nominal,2.0NRT,279.42,1.38,N
28.4497,9.13601,328,0.43,0.38,2025-02-24,01:19,N,nominal,2.0NRT,280.46,2.81,N
28.46373,9.05742,335.8,0.43,0.38,2025-02-24,01:19,N,nominal,2.0NRT,281.09,4.15,N
28.52504,9.12335,296.47,0.43,0.38,2025-02-24,01:19,N,nominal,2.0NRT,279.48,0.45,N
